존,위치,시각,등급
D20,59,5074,직독
D20,60,5074,직독
D20,61,5074,곁칸
D20,62,5075,곁칸
D20,63,5075,보간
D20,64,5075,보간
D20,65,5075,보간
D20,66,5075,보간
D20,67,5075,보간
D20,68,5075,보간
D20,69,5075,보간
D20,70,5076,보간
D20,71,5076,보간
D20,72,5076,보간
D20,73,5076,보간
D20,74,5076,보간
D20,75,5076,보간
D20,76,5076,보간
D20,77,5076,보간
D20,78,5076,보간
D20,79,5077,보간
D20,80,5077,보간
D20,81,5077,보간
D20,82,5077,보간
D20,83,5077,보간
D20,84,5077,보간
D20,85,5077,보간
D20,86,5077,보간
D20,87,5077,곁칸
D20,88,5069,곁칸
D20,89,5069,직독
D20,90,5069,직독
D20,91,5069,곁칸
D20,92,5069,곁칸
D20,93,5078,보간
D20,94,5078,보간
D20,95,5078,보간
D20,96,5078,곁칸
D20,97,5078,곁칸
D20,98,5079,직독
D20,99,5079,곁칸
D20,100,5079,곁칸
D20,101,5081,곁칸
D20,102,5081,곁칸
D20,103,5082,직독
D20,104,5082,곁칸
D20,105,5082,곁칸
D20,106,5083,직독
D20,107,5083,곁칸
D20,108,5083,곁칸
D20,128,5069,곁칸
D20,129,5069,곁칸
D21,1,5085,직독
D21,2,5085,직독
D21,3,5085,곁칸
D21,4,5086,곁칸
D21,5,5086,보간
D21,6,5086,보간
D21,7,5086,보간
D21,8,5087,보간
D21,9,5087,보간
D21,10,5087,보간
D21,11,5087,보간
D21,12,5087,보간
D21,13,5087,보간
D21,14,5088,보간
D21,15,5088,보간
D21,16,5088,보간
D21,17,5088,보간
D21,18,5088,보간
D21,19,5088,보간
D21,20,5089,보간
D21,21,5089,보간
D21,22,5089,보간
D21,23,5089,곁칸
D21,24,5089,곁칸
D21,25,5090,직독
D21,26,5090,직독
D21,27,5090,곁칸
D21,28,5091,곁칸
D21,29,5091,보간
D21,30,5091,보간
D21,31,5091,보간
D21,32,5091,보간
D21,33,5091,보간
D21,34,5092,보간
D21,35,5092,보간
D21,36,5092,보간
D21,37,5092,보간
D21,38,5092,보간
D21,39,5092,보간
D21,40,5092,보간
D21,41,5092,보간
D21,42,5093,보간
D21,43,5093,보간
D21,44,5093,보간
D21,45,5093,보간
D21,46,5093,보간
D21,47,5093,보간
D21,48,5093,곁칸
D21,49,5093,곁칸
D21,50,5094,직독
D21,51,5094,곁칸
D21,52,5094,곁칸
D21,53,5095,보간
D21,54,5095,보간
D21,55,5095,보간
D21,56,5095,보간
D21,57,5095,보간
D21,58,5095,보간
D21,59,5095,곁칸
D21,60,5095,곁칸
D21,61,5096,직독
D21,62,5096,곁칸
D21,63,5096,곁칸
D21,64,5096,보간
D21,65,5097,보간
D21,66,5097,보간
D21,67,5097,보간
D21,68,5098,보간
D21,69,5098,곁칸
D21,70,5098,곁칸
D21,71,5099,직독
D21,72,5099,직독
D21,73,5099,곁칸
D21,74,5101,곁칸
D21,75,5101,보간
D21,76,5102,보간
D21,77,5102,보간
D21,78,5102,보간
D21,79,5102,보간
D21,80,5103,보간
D21,81,5103,보간
D21,82,5103,보간
D21,83,5103,보간
D21,84,5104,보간
D21,85,5104,보간
D21,86,5104,곁칸
D21,87,5104,곁칸
D21,88,5105,직독
D21,89,5105,곁칸
D21,90,5105,곁칸
D21,109,5085,곁칸
D21,110,5085,곁칸
D22,1,5302,곁칸
D22,2,5302,곁칸
D22,3,5302,곁칸
D22,29,5302,곁칸
D22,30,5302,곁칸
D22,31,5302,직독
D22,32,5302,곁칸
D22,33,5302,곁칸
D22,34,5302,보간
D22,35,5302,보간
D22,36,5302,보간
D22,37,5303,보간
D22,38,5303,보간
D22,39,5303,보간
D22,40,5303,보간
D22,41,5303,보간
D22,42,5303,보간
D22,43,5304,보간
D22,44,5304,보간
D22,45,5304,보간
D22,46,5304,곁칸
D22,47,5304,곁칸
D22,48,5305,직독
D22,49,5305,곁칸
D22,50,5305,곁칸
D22,51,5305,보간
D22,52,5305,보간
D22,53,5305,보간
D22,54,5305,보간
D22,55,5306,보간
D22,56,5306,보간
D22,57,5306,보간
D22,58,5306,보간
D22,59,5306,보간
D22,60,5306,보간
D22,61,5306,보간
D22,62,5307,보간
D22,63,5307,보간
D22,64,5307,보간
D22,65,5307,보간
D22,66,5307,곁칸
D22,67,5307,곁칸
D22,68,5308,직독
D22,69,5308,곁칸
D22,70,5308,곁칸
D22,71,5309,곁칸
D22,72,5309,곁칸
D22,73,5310,직독
D22,74,5310,곁칸
D22,75,5310,곁칸
D22,76,5310,보간
D22,77,5310,곁칸
D22,78,5310,곁칸
D22,79,5311,직독
D22,80,5311,직독
D22,81,5311,곁칸
D22,82,5312,곁칸
D22,83,5312,보간
D22,84,5312,보간
D22,85,5312,보간
D22,86,5313,보간
D22,87,5313,보간
D22,88,5313,보간
D22,89,5313,보간
D22,90,5313,보간
D22,91,5313,보간
D22,92,5314,보간
D22,93,5314,보간
D22,94,5314,보간
D22,95,5314,보간
D22,96,5314,보간
D22,97,5314,보간
D22,98,5315,보간
D22,99,5315,보간
D22,100,5315,보간
D22,101,5315,곁칸
D22,102,5315,곁칸
D22,103,5316,직독
D22,104,5316,곁칸
D22,105,5316,곁칸
D22,106,5316,보간
D22,107,5316,곁칸
D22,108,5316,곁칸
D22,109,5317,직독
D22,110,5317,곁칸
D22,111,5317,곁칸
D22,112,5318,보간
D22,113,5318,곁칸
D22,114,5318,곁칸
D22,115,5319,직독
D22,116,5319,곁칸
D22,117,5319,곁칸
D22,122,5302,곁칸
D22,123,5302,곁칸
D23,1,5326,직독
D23,2,5326,곁칸
D23,3,5326,곁칸
D23,4,5343,보간
D23,5,5344,보간
D23,6,5344,보간
D23,7,5344,보간
D23,8,5344,보간
D23,9,5345,보간
D23,10,5345,곁칸
D23,11,5345,곁칸
D23,12,5346,직독
D23,13,5346,곁칸
D23,14,5346,곁칸
D23,15,5346,보간
D23,16,5346,보간
D23,17,5346,보간
D23,18,5346,보간
D23,19,5346,보간
D23,20,5346,보간
D23,21,5346,곁칸
D23,22,5346,곁칸
D23,23,5326,직독
D23,24,5326,곁칸
D23,25,5326,직독
D23,26,5326,직독
D23,27,5326,곁칸
D23,28,5327,곁칸
D23,29,5327,곁칸
D23,30,5327,곁칸
D23,31,5327,직독
D23,32,5327,직독
D23,33,5327,곁칸
D23,34,5327,곁칸
D23,35,5328,보간
D23,36,5328,보간
D23,37,5328,보간
D23,38,5328,보간
D23,39,5328,보간
D23,40,5328,보간
D23,41,5328,보간
D23,42,5328,보간
D23,43,5328,보간
D23,44,5329,보간
D23,45,5329,보간
D23,46,5329,보간
D23,47,5329,보간
D23,48,5329,보간
D23,49,5329,보간
D23,50,5329,곁칸
D23,51,5329,곁칸
D23,52,5329,직독
D23,53,5330,곁칸
D23,54,5330,곁칸
D23,55,5330,보간
D23,56,5330,보간
D23,57,5330,보간
D23,58,5330,보간
D23,59,5330,곁칸
D23,60,5330,곁칸
D23,61,5331,직독
D23,62,5331,곁칸
D23,63,5331,곁칸
D23,64,5332,보간
D23,65,5333,곁칸
D23,66,5333,곁칸
D23,67,5333,직독
D23,68,5333,곁칸
D23,69,5333,직독
D23,70,5334,곁칸
D23,71,5334,곁칸
D23,72,5334,보간
D23,73,5334,곁칸
D23,74,5334,곁칸
D23,75,5335,직독
D23,76,5335,곁칸
D23,77,5335,곁칸
D23,78,5336,보간
D23,79,5337,보간
D23,80,5338,보간
D23,81,5339,곁칸
D23,82,5339,곁칸
D23,83,5339,직독
D23,84,5339,곁칸
D23,85,5339,곁칸
D23,86,5339,보간
D23,87,5339,보간
D23,88,5340,보간
D23,89,5340,보간
D23,90,5340,보간
D23,91,5341,곁칸
D23,92,5341,곁칸
D23,93,5341,직독
D23,94,5341,곁칸
D23,95,5341,곁칸
D23,96,5341,보간
D23,97,5341,보간
D23,98,5341,보간
D23,99,5342,보간
D23,100,5342,보간
D23,101,5342,보간
D23,102,5343,곁칸
D23,103,5343,곁칸
D23,105,5326,곁칸
D23,106,5326,곁칸
D24,1,5352,곁칸
D24,2,5352,곁칸
D24,3,5352,곁칸
D24,53,5352,곁칸
D24,54,5352,곁칸
D24,55,5352,직독
D24,56,5352,곁칸
D24,57,5352,곁칸
D24,58,5353,보간
D24,59,5353,보간
D24,60,5353,보간
D24,61,5354,곁칸
D24,62,5354,곁칸
D24,63,5355,직독
D24,64,5355,곁칸
D24,65,5355,곁칸
D24,66,5355,보간
D24,67,5355,보간
D24,68,5355,보간
D24,69,5355,보간
D24,70,5355,보간
D24,71,5355,보간
D24,72,5355,곁칸
D24,73,5355,곁칸
D24,74,5356,직독
D24,75,5356,곁칸
D24,76,5356,곁칸
D24,77,5357,직독
D24,78,5357,직독
D24,79,5357,곁칸
D24,80,5358,곁칸
D24,81,5358,보간
D24,82,5358,보간
D24,83,5358,보간
D24,84,5359,보간
D24,85,5359,보간
D24,86,5359,보간
D24,87,5359,보간
D24,88,5359,보간
D24,89,5360,보간
D24,90,5360,보간
D24,91,5360,보간
D24,92,5360,곁칸
D24,93,5360,곁칸
D24,94,5361,직독
D24,95,5361,곁칸
D24,96,5361,곁칸
D24,104,5352,곁칸
D24,105,5352,곁칸
D25,1,5581,직독
D25,2,5581,직독
D25,3,5581,곁칸
D25,4,5583,곁칸
D25,5,5583,보간
D25,6,5583,보간
D25,7,5583,보간
D25,8,5584,보간
D25,9,5584,보간
D25,10,5584,보간
D25,11,5584,보간
D25,12,5585,곁칸
D25,13,5585,곁칸
D25,14,5585,직독
D25,15,5585,곁칸
D25,16,5585,곁칸
D25,17,5586,직독
D25,18,5586,직독
D25,19,5586,곁칸
D25,20,5587,곁칸
D25,21,5587,보간
D25,22,5587,보간
D25,23,5587,보간
D25,24,5587,보간
D25,25,5587,보간
D25,26,5588,보간
D25,27,5588,보간
D25,28,5588,보간
D25,29,5588,보간
D25,30,5588,보간
D25,31,5588,곁칸
D25,32,5588,곁칸
D25,33,5589,직독
D25,34,5589,직독
D25,35,5589,직독
D25,36,5590,곁칸
D25,37,5591,곁칸
D25,38,5591,곁칸
D25,39,5591,곁칸
D25,40,5592,직독
D25,41,5592,곁칸
D25,42,5592,곁칸
D25,43,5592,보간
D25,44,5592,보간
D25,45,5592,보간
D25,46,5592,보간
D25,47,5592,보간
D25,48,5592,보간
D25,49,5592,보간
D25,50,5592,곁칸
D25,51,5592,곁칸
D25,52,5593,직독
D25,53,5593,곁칸
D25,54,5593,곁칸
D25,55,5581,곁칸
D25,56,5581,곁칸
D25,57,5581,곁칸
D26,1,5597,직독
D26,2,5597,곁칸
D26,3,5597,곁칸
D26,4,5609,곁칸
D26,5,5609,곁칸
D26,6,5609,직독
D26,7,5608,곁칸
D26,8,5608,곁칸
D26,9,5608,보간
D26,10,5608,보간
D26,11,5608,보간
D26,12,5607,보간
D26,13,5607,보간
D26,14,5607,보간
D26,15,5607,보간
D26,16,5601,곁칸
D26,17,5601,곁칸
D26,18,5601,직독
D26,19,5601,곁칸
D26,20,5601,곁칸
D26,21,5606,보간
D26,22,5605,보간
D26,23,5605,보간
D26,24,5605,곁칸
D26,25,5605,곁칸
D26,26,5605,직독
D26,27,5605,곁칸
D26,28,5597,곁칸
D26,29,5597,곁칸
D27,1,5611,직독
D27,2,5611,곁칸
D27,3,5611,곁칸
D27,4,5612,곁칸
D27,5,5613,곁칸
D27,6,5614,직독
D27,7,5614,곁칸
D27,8,5614,곁칸
D27,9,5616,곁칸
D27,10,5611,직독
D27,11,5611,곁칸
